entity:sample_id	participant	submitter_id	sample_type_code	sample_type	tissue_type	tissue_type	sample_type	MethArray__Lift__methylation_beta_value__txt__drs_url	TissueSlide__msa__slide_image__drs_url	WXS__BWAMDupCoClean__aligned_reads__bam__drs_url	WXS__BWAMDupCoClean__aligned_reads__bai__drs_url	GeneArray__DNAcopy__copy_number_segment__txt__drs_url	GeneArray__DNAcopy__masked_copy_number_segment__txt__drs_url	WXS__MuTect2AggrMask__masked_somatic_mutation__maf__drs_url	WXS__MuTect2AggrMask__aggregated_somatic_mutation__maf__drs_url	WXS__VarScan2AggrMask__aggregated_somatic_mutation__maf__drs_url	WXS__VarScan2AggrMask__masked_somatic_mutation__maf__drs_url	WXS__MuSEAggrMask__aggregated_somatic_mutation__maf__drs_url	WXS__SomSnipAggrMask__aggregated_somatic_mutation__maf__drs_url	RNAseq__STAR2Pass__aligned_reads__bam__drs_url	RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__drs_url	TissueSlide__tsc__slide_image__drs_url	RNAseq__HTSeqCounts__gene_expression_quantification__txt__drs_url	RNAseq__HTSeqFPKM__gene_expression_quantification__txt__drs_url	miRNAseq__BWAaln__aligned_reads__bam__drs_url	miRNAseq__BWAaln__aligned_reads__bai__drs_url	miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__drs_url	miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__drs_url	TissueSlide__tsa__slide_image__drs_url	TissueSlide__ts1__slide_image__drs_url	TissueSlide__bsa__slide_image__drs_url	TissueSlide__tsb__slide_image__drs_url	ATACSeq__BWAwithMarkDuplicatesandBQSR__aligned_reads__bam__drs_url	ATACSeq__BWAwithMarkDuplicatesandBQSR__aligned_reads__bai__drs_url	TissueSlide__bs1__slide_image__drs_url	DiagSlide__dx1__slide_image__drs_url	TissueSlide__bsb__slide_image__drs_url	TissueSlide__ms1__slide_image__drs_url	TissueSlide__bsc__slide_image__drs_url	TissueSlide__tsd__slide_image__drs_url	TissueSlide__ts2__slide_image__drs_url	TissueSlide__bs2__slide_image__drs_url	DiagSlide__dx2__slide_image__drs_url	TissueSlide__ts3__slide_image__drs_url	TissueSlide__msb__slide_image__drs_url	TissueSlide__bs4__slide_image__drs_url	TissueSlide__bs3__slide_image__drs_url	TissueSlide__tsf__slide_image__drs_url	TissueSlide__bs6__slide_image__drs_url	TissueSlide__bs5__slide_image__drs_url	TissueSlide__tse__slide_image__drs_url	TissueSlide__msc__slide_image__drs_url	TissueSlide__tsg__slide_image__drs_url	TissueSlide__ts6__slide_image__drs_url	TissueSlide__ts4__slide_image__drs_url	TissueSlide__bs7__slide_image__drs_url	TissueSlide__ts7__slide_image__drs_url	TissueSlide__ts5__slide_image__drs_url	TissueSlide__bsd__slide_image__drs_url	TissueSlide__tsh__slide_image__drs_url	TissueSlide__ms2__slide_image__drs_url	TissueSlide__tsi__slide_image__drs_url	DiagSlide__dx3__slide_image__drs_url	DiagSlide__dx4__slide_image__drs_url
c5ebb218-bcb7-4605-9064-2ea468ea6723	db4bc6aa-2e7d-4bcb-8519-a455f624d33b	TCGA-BH-A18Q-01Z	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/28d502d3-32d1-4a75-9a69-3780809efc84	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
a5484ad7-3e5f-47dc-9e68-a6a7ea6fa650	0d146997-cfdc-4587-888c-e876fc455c80	TCGA-A2-A4RW-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/86ce683a-d8a7-4904-805b-3241949bdb0a	drs://dataguids.org/9c1d92a8-a15a-488d-8188-b35c06747dc3	drs://dataguids.org/60de4c13-2949-489c-ad7e-7f0ba277f3b6	drs://dataguids.org/0abee7cf-ef07-4156-95cc-172e70650b0c	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
2f2d2e05-c6ea-4f29-8bed-040bd9c46911	baf1207d-7d1a-4cad-ba58-62c26be2415e	TCGA-AN-A0FL-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/b1f10603-9299-452f-ab73-1ac1f782ff87	__DELETE__	drs://dataguids.org/e513d305-2af8-4d47-8a23-af4dd1e1896a	drs://dataguids.org/2054b18c-6c2d-4b91-9b43-11f3be162b16	drs://dataguids.org/187ebc56-450c-4db1-9f13-a551bb4f6c45	__DELETE__	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/c73541d5-df60-49fe-be5b-887caee2d41c	drs://dataguids.org/54bf05f9-73fc-43f4-acbe-27dcf5f94c2c	__DELETE__	drs://dataguids.org/9248acd8-0c02-4d5a-a38a-72618ea375ad	drs://dataguids.org/c559a4ff-edb3-4eb7-b79a-56c9f45695f7	drs://dataguids.org/fce91747-dd59-4ba6-83ef-e66355a064cb	drs://dataguids.org/cde05844-a9e3-4509-9cfd-c76f77bf27e6	drs://dataguids.org/fc694e52-9335-488f-834d-1a9e178002ec	drs://dataguids.org/5cf76542-49f0-4d0c-8427-437c55f51f61	__DELETE__	__DELETE__	drs://dataguids.org/8edd3317-2919-410e-b6fd-4b35c0d89f0d	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
659ee487-4309-4d68-a9bc-9079ee87e4a9	75f6e476-233a-409c-a3ef-0240be569813	TCGA-JL-A3YX-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/91306d5d-1816-41fd-af5b-4a659d070566	__DELETE__	drs://dataguids.org/8e7c8c6a-e9ee-48cf-b919-e5bfa3e16f5c	drs://dataguids.org/2e9e2c17-a5ef-4be3-8ce7-ea3632729f86	drs://dataguids.org/6dea1d29-e32d-4302-9f86-19c332e97e91	__DELETE__	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/54b2bc01-3abf-446c-bed4-badd3917b589	__DELETE__	__DELETE__	drs://dataguids.org/1657dee0-dd38-4e2c-92e7-5caac19b9b97	drs://dataguids.org/bd836dc6-095a-40f8-ad91-c0a4901d1991	drs://dataguids.org/1e35a271-a778-4026-9bf5-ab6f7505c08d	drs://dataguids.org/d8f364c3-aa2b-4dc9-a6d3-c1648129fb8b	drs://dataguids.org/296936b9-d038-44f8-bebc-ed5b7c4b2c38	drs://dataguids.org/29bf75f5-90cd-4d40-8cdd-240585a99899	__DELETE__	drs://dataguids.org/955428fc-5330-4a44-84dd-d44032ef0e8f	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
6ba6d9d8-29c9-493a-bbce-1de739a702b5	a2453bcb-90f2-4505-949d-a89cf4bfc9b8	TCGA-C8-A1HF-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/236c2b7d-06e1-4a05-973e-0bf260e11333	drs://dataguids.org/769145dd-0c94-4758-a53b-18be7982ed83	drs://dataguids.org/7439ac38-ea92-445b-bd5b-059bd0aa52ad	__DELETE__	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
64da7621-012a-479e-aea6-fd5af093cdcb	d8d7a6c2-6427-4f47-968c-6c3affba4617	TCGA-A8-A08B-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/a69b8ceb-45c8-4221-92bc-214b14ce7f74	drs://dataguids.org/bfd2b745-015c-42ad-a7a7-622a4febce29	drs://dataguids.org/42f6cf78-a4e7-4ecb-bb91-1fb37f54980a	drs://dataguids.org/b87c3558-3d56-4873-9c99-cd4b403a201d	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
b1379238-cffe-492c-acaa-f8f0b0f733ff	09a5e9fd-d816-4f8c-baa9-0e40ba607b16	TCGA-LL-A7SZ-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/fec73f1e-d0a0-4407-97b8-ace80bbe84e5	__DELETE__	drs://dataguids.org/c0b68cf0-d09e-48cf-bba4-0cc29fe4a7ca	drs://dataguids.org/010d8a82-dd1d-436a-bd92-31ae42ceec02	drs://dataguids.org/424da8ff-20b8-4e30-8d83-d35af0bef4f3	drs://dataguids.org/b0d3f3f2-cadb-42dd-8ffe-e6bc221f0cec	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/90b0e8bc-00f0-4c36-9c79-40d5d0b8b9eb	drs://dataguids.org/2f894116-b532-4d40-99b3-774083d2c2b0	__DELETE__	drs://dataguids.org/afd61b19-7af6-44b5-bbba-14db3fb74e8f	drs://dataguids.org/fcc1b1e8-abc8-4f69-97ac-132bb5efccf5	drs://dataguids.org/a6dbfbb2-5a3f-4fe8-8538-d68653eec810	drs://dataguids.org/1d429c2b-eb11-4d4d-baf3-f8f84c90d5f3	drs://dataguids.org/33a8226d-4908-42a2-a82a-8abc1abb23a8	drs://dataguids.org/6adc40d7-62f1-4cbe-9a88-38ac1ece58e3	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/c166326a-ce3c-497c-894f-8c7821de3a18	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
796e565c-3841-425a-bdfb-569776d7c9ac	9ddc3e7b-8b54-4a83-8335-8053940f56c1	TCGA-BH-A18L-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/35407c94-49df-422e-8439-e0437989aecf	__DELETE__	drs://dataguids.org/0d4aca9c-c11e-4f78-a250-08d45ce4828e	drs://dataguids.org/95b903ce-81d1-48c7-9867-485e046eb3d0	drs://dataguids.org/2f02bb84-bc0e-449d-9cd0-4b7cf0e4ba54	drs://dataguids.org/4737f1bc-ea3f-4ee6-a4fa-75ef56b25774	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/1af43803-7afa-4d2b-aa78-2dec84c1e702	drs://dataguids.org/bc43acfb-2c72-402b-9be9-d42139c182c1	drs://dataguids.org/e254e792-693c-422f-884f-b2525f617a54	drs://dataguids.org/fe04d4a7-3199-4a3c-8fa7-52f6372bdeaf	drs://dataguids.org/a7d67b44-fbb1-466b-8288-1b884627ffd5	drs://dataguids.org/4407944a-f1c5-4366-863d-fbe8f34da4a3	drs://dataguids.org/50484d7c-e34a-4df9-b3c1-07ca7ed63ddc	drs://dataguids.org/dd4dc066-210e-45e4-a2e3-4fa2e2635276	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
a69155d1-f490-4e2e-9c94-7236ad66e15a	1f99e4d4-4e8b-4cc1-a129-227a2a82780e	TCGA-AR-A1AL-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/8e735fe7-a1e4-4611-b05b-b5d8281c80d8	drs://dataguids.org/3303f173-6a2f-4636-8f6f-340e09cd0146	drs://dataguids.org/90c050c9-b1ba-4958-9f6f-f96a953cb0ba	drs://dataguids.org/c672ee77-c4cc-4e32-ae51-76e19017ef00	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
4e90a49a-aac8-465b-b8dc-bd744001032b	27dfb9d4-3a2c-44bc-9acf-8f638d3f3004	TCGA-BH-A0GZ-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/c2c69b51-d5c8-4372-855d-5b2aa6522ef1	drs://dataguids.org/c0a4c379-f8a0-445d-8541-c3e5ea42f8be	drs://dataguids.org/a222c1d6-f6f9-4dfd-8708-de86f5d2c83e	drs://dataguids.org/9ee23d24-866c-46da-814a-6cf6a1eb8326	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
c8a2b99e-2188-43e4-a7cb-3dd57d4e7662	ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21	TCGA-A2-A04P-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/fd624763-a3ff-4bfe-9831-cf56665da4e0	drs://dataguids.org/4e847cbe-401d-4c07-a63c-99cad7691526	drs://dataguids.org/63c454fc-e9e8-4bb6-afd4-e0e4baeed730	drs://dataguids.org/6d77120f-dda1-40f6-801d-bf0a376341d3	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
b4c29cbf-edfc-4b55-aab0-357e016e1b44	7486a2b3-b09f-4e9c-9864-8b51b58d9fb3	TCGA-AC-A6IX-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/5ec541a8-61af-4745-a20d-4b6c51497c31	drs://dataguids.org/4cfe1ea1-bc93-4b8b-8a02-eb72ab29aeca	drs://dataguids.org/f3d71ff4-dd8d-4b35-814c-b2a344ebaf37	drs://dataguids.org/7d2e00ea-e4e7-4d1e-8690-e21cf792ad97	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
e61873d5-bfd2-4fcc-9f9e-ca80779d36b7	9f80649b-a249-4fb5-97ad-059a30e13fea	TCGA-BH-A0W7-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/dad1b157-be52-47b8-acb7-354e192f8571	__DELETE__	drs://dataguids.org/ab84acba-efd9-4284-a2b5-4ab60d581740	drs://dataguids.org/12c6efbf-3465-4d36-981e-8b8c0e30c0ef	drs://dataguids.org/7da14cad-a9d6-43ed-b8b9-07024c033ed6	drs://dataguids.org/cce5a15b-95a4-42d2-bc75-5be4f92ab55c	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/b27cddc4-4d0a-45ee-a34d-3fdf64a73961	drs://dataguids.org/57952567-3ee4-49ef-9519-6fc55cf2b8f1	__DELETE__	drs://dataguids.org/d0f33491-a607-419d-9696-7a627fa9e7b8	drs://dataguids.org/60da2284-25e2-4e70-b76f-47d9d6bfd0eb	drs://dataguids.org/ad773a9c-3a2d-4d27-89f9-d34dd3479517	drs://dataguids.org/edf7545a-eb53-4fae-8541-edcd1ac96090	drs://dataguids.org/c23c8319-a199-41ff-9782-463333c4164a	drs://dataguids.org/197f267e-baa6-4c15-bd78-173be4e20d68	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/a5ff02b0-01bd-46e8-a913-df0b66d836e1	__DELETE__	__DELETE__	drs://dataguids.org/a7346a05-0a84-409a-ad99-0cef74b81dd6	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
aa1037f4-1414-4e05-b11a-c558a23b7e62	51ccbf1b-7cae-44ba-991a-11eda8b8c404	TCGA-BH-A1ES-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/5739caec-dce6-4310-8683-c25039fbe0b6	__DELETE__	drs://dataguids.org/73cdae43-a277-4842-9f0c-3b096dacbba4	drs://dataguids.org/99ac96a7-dcfc-4192-ad34-518107d69243	drs://dataguids.org/c9010857-9985-48ee-a34e-23f6b4a56e42	drs://dataguids.org/ab4609fd-3306-4beb-9718-fec429af29d2	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/55d5d4b5-faf0-41f0-a203-cdc47e7105bd	drs://dataguids.org/8a4b4f22-b5b0-4936-b229-8fab9ebf171d	__DELETE__	__DELETE__	drs://dataguids.org/7bea1765-c17b-49b6-9926-5893a3d84503	__DELETE__	__DELETE__	drs://dataguids.org/ec88c66b-3789-49a6-8479-5b2524858938	__DELETE__	drs://dataguids.org/cdcee45a-1ee8-44bf-b1f7-251e86163bc5	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
