entity:sample_id	participant	submitter_id	sample_type_code	sample_type	tissue_type	tissue_type	sample_type	MethArray__Lift__methylation_beta_value__txt__drs_url	TissueSlide__msa__slide_image__drs_url	WXS__BWAMDupCoClean__aligned_reads__bam__drs_url	WXS__BWAMDupCoClean__aligned_reads__bai__drs_url	GeneArray__DNAcopy__copy_number_segment__txt__drs_url	GeneArray__DNAcopy__masked_copy_number_segment__txt__drs_url	WXS__MuTect2AggrMask__masked_somatic_mutation__maf__drs_url	WXS__MuTect2AggrMask__aggregated_somatic_mutation__maf__drs_url	WXS__VarScan2AggrMask__aggregated_somatic_mutation__maf__drs_url	WXS__VarScan2AggrMask__masked_somatic_mutation__maf__drs_url	WXS__MuSEAggrMask__aggregated_somatic_mutation__maf__drs_url	WXS__SomSnipAggrMask__aggregated_somatic_mutation__maf__drs_url	RNAseq__STAR2Pass__aligned_reads__bam__drs_url	RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__drs_url	TissueSlide__tsc__slide_image__drs_url	RNAseq__HTSeqCounts__gene_expression_quantification__txt__drs_url	RNAseq__HTSeqFPKM__gene_expression_quantification__txt__drs_url	miRNAseq__BWAaln__aligned_reads__bam__drs_url	miRNAseq__BWAaln__aligned_reads__bai__drs_url	miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__drs_url	miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__drs_url	TissueSlide__tsa__slide_image__drs_url	TissueSlide__ts1__slide_image__drs_url	TissueSlide__bsa__slide_image__drs_url	TissueSlide__tsb__slide_image__drs_url	ATACSeq__BWAwithMarkDuplicatesandBQSR__aligned_reads__bam__drs_url	ATACSeq__BWAwithMarkDuplicatesandBQSR__aligned_reads__bai__drs_url	TissueSlide__bs1__slide_image__drs_url	DiagSlide__dx1__slide_image__drs_url	TissueSlide__bsb__slide_image__drs_url	TissueSlide__ms1__slide_image__drs_url	TissueSlide__bsc__slide_image__drs_url	TissueSlide__tsd__slide_image__drs_url	TissueSlide__ts2__slide_image__drs_url	TissueSlide__bs2__slide_image__drs_url	DiagSlide__dx2__slide_image__drs_url	TissueSlide__ts3__slide_image__drs_url	TissueSlide__msb__slide_image__drs_url	TissueSlide__bs4__slide_image__drs_url	TissueSlide__bs3__slide_image__drs_url	TissueSlide__tsf__slide_image__drs_url	TissueSlide__bs6__slide_image__drs_url	TissueSlide__bs5__slide_image__drs_url	TissueSlide__tse__slide_image__drs_url	TissueSlide__msc__slide_image__drs_url	TissueSlide__tsg__slide_image__drs_url	TissueSlide__ts6__slide_image__drs_url	TissueSlide__ts4__slide_image__drs_url	TissueSlide__bs7__slide_image__drs_url	TissueSlide__ts7__slide_image__drs_url	TissueSlide__ts5__slide_image__drs_url	TissueSlide__bsd__slide_image__drs_url	TissueSlide__tsh__slide_image__drs_url	TissueSlide__ms2__slide_image__drs_url	TissueSlide__tsi__slide_image__drs_url	DiagSlide__dx3__slide_image__drs_url	DiagSlide__dx4__slide_image__drs_url
f4544809-7b92-40bc-b121-0db70c8af314	c25898b4-eb33-42f4-bf3f-bf532a929e7d	TCGA-AO-A1KO-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/46665066-15e2-4e70-bb0c-85b6dcd10b07	__DELETE__	drs://dataguids.org/6bcf387c-6640-4e0d-8d3a-7ab9cefffe0d	drs://dataguids.org/90bd385c-14ec-4ad8-bf4a-bc23d0caa5ba	drs://dataguids.org/2a396f78-004b-4f59-9124-7a72ef49ba3a	drs://dataguids.org/d64590ea-a33b-4fb5-822a-f3da4f2bb47c	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/3e984443-386b-4ae6-9b4f-04541689b723	drs://dataguids.org/4a5287f9-69b4-408d-94b6-f69656037a71	drs://dataguids.org/1baf2ea7-173c-41d5-be2c-ae148132afed	drs://dataguids.org/e888b19a-05de-451b-8ec0-143daf4e8642	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/97ff9f47-cb8a-4348-a13e-8f87fe3330b0	drs://dataguids.org/ce08fd5b-6ca8-4b52-9f6c-0aa0f9f6ea34	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
c144ae50-ed29-4e27-bbee-fa81e79ac7db	17baef7c-d97d-4b98-ab53-503ef856523d	TCGA-A7-A0D9-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/4588f497-3986-4dfd-b1bc-0c388edb843c	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/b67c229d-e2b0-4f2a-8e90-b1fe77746328	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/c0ecd314-9d99-48ec-83f1-5a0c1ed656aa	drs://dataguids.org/93876005-a9de-4f56-b160-0393f7ef515f	__DELETE__	drs://dataguids.org/65fa7d28-a6e0-442d-8678-2a1dd5e7de0f	drs://dataguids.org/52945641-c5c7-4544-8c02-caed14e4d11b	drs://dataguids.org/1f63a1ca-ec97-4ae8-abd9-4fd8d22c6522	drs://dataguids.org/09768b29-8338-42de-bddd-e971c614c9f9	drs://dataguids.org/a626fa2c-5e31-4504-a993-7f86aa21e8ab	drs://dataguids.org/4e0da817-d05d-4576-bd28-6e81f31bd6e4	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/78d1a43a-ff3b-4fed-a63b-7628fd341d00	drs://dataguids.org/8527baf3-6034-417d-91da-aa0f867c63be	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/b1274b6f-03cf-4be1-aa1e-920588a2a2cb	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/a040d09f-8f67-4828-b77e-778bea203305	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
70b623d6-e6a5-4bb6-a1be-62e8ef235fe5	17baef7c-d97d-4b98-ab53-503ef856523d	TCGA-A7-A0D9-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/c10da9b0-a70a-4962-95b0-d3454e7e397e	drs://dataguids.org/1204cdc9-d070-4391-b40d-1b6123f67fe0	drs://dataguids.org/00eff228-603f-459a-a5e9-47c7e23b72ab	__DELETE__	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
fef9fd2b-5bab-43eb-aa47-1e93adf29099	807b62ed-d3f7-4211-83be-754386ff2c96	TCGA-E9-A3HO-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/d39d785e-dc0f-4b9b-9147-4e11f2d1fe06	drs://dataguids.org/f0d89ec0-5ca1-429a-b5b3-3e7bc2555fe0	drs://dataguids.org/de3f3ca5-6ead-4cc5-ba85-d302fa901beb	drs://dataguids.org/624cb058-b18c-4812-b2c3-af4b4108403f	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
197b76a1-a09a-4659-83aa-2c14fd1023a9	6e7d5ec6-a469-467c-b748-237353c23416	TCGA-3C-AAAU-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/659c1e69-79fe-4dc8-8884-3b350a3a716f	__DELETE__	drs://dataguids.org/c03fbaad-73d1-4f79-9468-b62af87664a9	drs://dataguids.org/28b83759-54ad-4deb-91eb-fbe5e7980f50	__DELETE__	drs://dataguids.org/f23e31f0-ba45-401d-84cb-11a3221966b7	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/4c68dee0-d1f5-4c6c-86bd-d4aad85ce6fb	drs://dataguids.org/0a19beeb-7d12-4ecb-882b-3a9d311bd1b2	__DELETE__	drs://dataguids.org/47ce59d2-53e6-41f3-962f-19c11188c6c2	drs://dataguids.org/74929104-9890-4be3-9cc7-30374f844aa1	drs://dataguids.org/7eca574a-b1d0-4727-8d84-cca4a3e18151	drs://dataguids.org/c03f618e-77f2-4bb5-8b06-a156521c2c0d	drs://dataguids.org/175f46cb-fc19-40b2-aa15-ddd534ef588c	drs://dataguids.org/2d718f3b-f6ca-4d39-849e-5714bac9da0e	__DELETE__	drs://dataguids.org/04b67352-8779-412b-b69d-3e0de4a11dda	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
f6813172-e95b-4654-a1c7-06e1181fcd93	4aa68586-6331-4795-b40c-859386640df6	TCGA-BH-A1FE-11B	NT	Solid Tissue Normal	Not Reported	Not Reported	Solid Tissue Normal	drs://dataguids.org/8c3cd0a6-9277-4cd3-abd7-b031a08aee0a	__DELETE__	drs://dataguids.org/00eb26de-7321-4e5d-8081-6b6690c6f1c1	drs://dataguids.org/5e2b30f6-288d-4bdd-9f68-eb6a3ff8565e	drs://dataguids.org/ba79492f-f6c3-4021-a457-92a06ace0ce9	drs://dataguids.org/b350f6aa-2e78-40fd-97cf-75a351e8da64	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	drs://dataguids.org/12d4923b-adf7-403e-9ac2-e2b5b2e26bb9	__DELETE__	drs://dataguids.org/cd46404f-c6ba-4495-9f3e-be648e9bc8cd	drs://dataguids.org/d92ff869-de5a-434c-8ebd-8fd2d875b809	drs://dataguids.org/f72aa517-993d-4a7c-8978-ce89a0b90230	drs://dataguids.org/6379f3c6-3120-416c-bcf9-c985fb3f3e31	drs://dataguids.org/2007f47e-b3aa-42b2-b7e1-9d5f0da934bf	drs://dataguids.org/b7898572-6a93-477c-b035-8c8220eca2f3	drs://dataguids.org/cbaefd4d-09e1-4539-b2f3-8fc259b7457a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
9bed935b-0f40-4532-8276-ac9a25207158	91da548b-5c64-49c3-a44a-1ef115f53311	TCGA-LL-A50Y-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/b67ce7e8-613e-4cee-a0ea-6df06bdb5770	drs://dataguids.org/53670a20-cb37-4874-aa6a-bbebcf727ba7	drs://dataguids.org/60a4d8e2-a640-4e42-909b-9fac980d36eb	drs://dataguids.org/6b310181-4c38-4728-ad9e-2ace33f1eac3	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
834ee4b2-bd0c-47ab-9158-c10534e272ea	f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad	TCGA-BH-A0DK-11A	NT	Solid Tissue Normal	Not Reported	Not Reported	Solid Tissue Normal	drs://dataguids.org/4c9a0867-acca-4a75-941b-c47ae4090430	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/b599c51a-e942-42c7-ad25-c487763d8be3	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/ae67044f-62c9-405f-bfc1-f0b8f1bc66d3	drs://dataguids.org/5495baa4-fb4d-4195-9a5e-39c1c2376742	__DELETE__	drs://dataguids.org/f9099347-6224-4cf5-b3f0-f0c641300959	drs://dataguids.org/b4ac6b82-2cd1-4a75-b321-a9f52135cb64	drs://dataguids.org/d6cef7da-3ac7-45d4-8f88-09d593b54a2d	drs://dataguids.org/6d40e759-935a-437e-9201-b97cda61925a	drs://dataguids.org/09ace4e7-5c45-4492-b97c-46aa467820aa	drs://dataguids.org/acad335c-080a-442e-84d8-235fa3116bc6	drs://dataguids.org/5c35cd28-480a-4880-9db2-8b9b672fc25f	__DELETE__	drs://dataguids.org/b1e9fbae-2e30-42cc-a637-527c701bad10	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
8f809443-1bc0-4f37-a2b2-3ee877e3114f	84b7ccf2-8ab3-4b21-96de-800d231bc072	TCGA-BH-A28O-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/ac38440a-007b-4f03-9d35-0e161b1bb399	drs://dataguids.org/73dedb98-7055-4997-aa20-7d08c8feac06	drs://dataguids.org/ba695cca-23c7-46d4-8b25-37b890c5bd50	drs://dataguids.org/ad8e40f2-be3e-40f6-969d-a202573383a7	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
c6d8d136-3bd3-49d2-8305-3377240a1ce7	cc348a26-ee11-47a4-8b51-de922967e175	TCGA-A8-A09V-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	drs://dataguids.org/595b19bc-9635-483e-a881-452dbea458c0	__DELETE__	drs://dataguids.org/fb76fa84-8f8f-4341-8105-ef834534de31	drs://dataguids.org/051302e4-48c9-4075-8dcf-d3a65bbac3bc	drs://dataguids.org/cb2cc4c5-6579-474e-87a2-3ae2a4f0e2c2	drs://dataguids.org/6fd4f3bb-5603-4aca-8446-7783458b9602	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/f347baef-ea96-4797-bbec-7724a9618fec	drs://dataguids.org/06c57c51-f444-42f6-802a-e3e7163c466b	__DELETE__	drs://dataguids.org/fc57bb8e-151c-4d44-9b79-1d9430652101	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/669f19cb-e225-43a5-88b6-e4aed836d9ab	__DELETE__	__DELETE__	__DELETE__	__DELETE__	drs://dataguids.org/229a5651-61a7-418d-9889-111e5c0cdb60	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
501a3e64-231d-4977-8d75-5a554eadb583	8bd68696-5eeb-46d7-9dc6-c39c849029a4	TCGA-A8-A08L-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/9388bfa7-871d-48f6-acfd-7ab29f2d8fe6	drs://dataguids.org/51a40637-4281-4d4e-b202-0919fb8664f1	__DELETE__	__DELETE__	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
c385c7fc-0e3e-4fc8-87c1-6db442e5606f	8bd68696-5eeb-46d7-9dc6-c39c849029a4	TCGA-A8-A08L-01A	TP	Primary Tumor	Not Reported	Not Reported	Primary Tumor	__DELETE__	__DELETE__	drs://dataguids.org/8cc9492b-3cac-4c66-9a2b-deab4a0c4bc7	drs://dataguids.org/eaf88461-5d69-47bb-9477-cee8d92f8967	__DELETE__	drs://dataguids.org/5fbd73df-719a-4739-aa14-33442288e728	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	drs://dataguids.org/86eb8017-a12b-4de7-bc18-80fa35768828	drs://dataguids.org/e0d609ea-5d7c-493f-8049-02e5c6e22ff9	__DELETE__	drs://dataguids.org/5cf89bfd-c6e2-40ad-aa20-6c98185ddeab	drs://dataguids.org/1b3dba33-dcd8-4caf-8e97-94d0b5461296	drs://dataguids.org/daceeb77-4225-47b2-83eb-3316a0ecd9ee	drs://dataguids.org/265a207a-92ae-4616-a27c-492597e56781	drs://dataguids.org/5a41d026-6876-4db0-b8bf-a15fc771d1be	drs://dataguids.org/f1d9de11-d45a-4443-ac6a-1f58888b6fcc	drs://dataguids.org/95cbebc7-c3ac-411e-9f79-dbb612dd3bdf	__DELETE__	drs://dataguids.org/c5650fb9-6cd3-4d6e-9e64-7fc67527d537	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
f36d3346-6152-4df2-a3ef-a45eadc28916	e7db08a7-b439-4230-8dc4-1b54af4736c4	TCGA-WT-AB41-10A	NB	Blood Derived Normal	Not Reported	Not Reported	Blood Derived Normal	__DELETE__	__DELETE__	drs://dataguids.org/54ef4c59-0438-44a2-9c70-d3180d021f8a	drs://dataguids.org/02ef4ec7-283f-43a8-b32a-bf5f29dd99e4	drs://dataguids.org/d2b670ea-c89e-4985-88bc-e76e48f92069	drs://dataguids.org/830a0948-55de-488a-8f19-c7678d593937	drs://dataguids.org/995c0111-d90b-4140-bee7-3845436c3b42	drs://dataguids.org/053f01ed-3154-4aea-9e7f-932c435034b3	drs://dataguids.org/5a6c3396-8c49-4c25-8a86-7ae63a887c43	drs://dataguids.org/6c93f518-1956-4435-9806-37185266d248	drs://dataguids.org/cd0d1636-ae95-4141-94b3-8218eb3b8b25	drs://dataguids.org/f9ff49e9-31ce-4051-9157-4bf4b0c5859a	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__	__DELETE__
