membership:pair_set_id	pair
ALL	7295d5c2-d7bc-4d35-bdcb-17c4ec5e5de0_3d6ef4d8-0747-495c-987b-69180d051dd8
ALL	b2905a3f-810b-4e74-af5c-42d513d91746_669a4076-13de-42dc-895c-85d040422042
ALL	061e539b-4cde-4e37-bbcf-30937ce689c9_ddf85193-2619-4494-a557-1decdaf7ed60
ALL	c5eb7bf2-fc4a-497e-ace9-c715fea47e5b_3cdfe969-7dce-44f0-a960-2b4f1ea301bb
ALL	3944bcd6-1a95-4297-8cf3-7e7d38b9390e_e74183e1-f0b4-412a-8dac-a62d404add78
ALL	569dc2bf-8078-4330-afac-f3ff65903249_a83c0976-6b61-41be-ba96-c37986e90b6d
ALL	ca459603-f477-4ff4-9d47-902b3cbad196_50ee2550-bb18-40f4-aeb8-d16362d2815b
ALL	1359c419-d678-4a51-a50a-1cdf258bb58b_1eb7bacc-1980-4a91-b897-eb783696b5dc
ALL	dade6383-329a-4443-bdef-939c34d8c5a0_bb83d909-fa48-41c9-bc73-1c01a6acd3e5
ALL	4bdb6c69-67b3-406b-9ac6-9cca2c15f52f_1d6a8301-5fc7-4303-9498-461e23538952
ALL	289f5433-4834-401f-9361-efc8e883e630_58d5d36a-daec-449c-803c-13bdcde876ee
ALL	7d53f59e-5ae6-4325-9054-c9b1eac7983d_76c47dde-b7b9-479c-a564-cd5927bc4b33
ALL	38ac0df0-950e-4c55-9f8a-96fd3f837ee6_e47a90fb-3b79-43ad-b115-7f760584a84d
ALL	62246534-b42c-4d81-b09e-792e55e3cb9a_af27455e-4b58-469c-a59e-c70920a60a61
ALL	7b420e74-ed0d-416b-8355-9a80a61d6a4b_a7f0a2f4-d012-4206-ae62-bf995e66ea2c
ALL	cc937913-802f-48cd-a490-e6b90f007c5d_fa69ffb2-a9f4-4d89-9c15-43988a9852ef
ALL	98193dab-86d9-456c-b67f-e3350327a609_81a14739-0b5f-480a-89be-f92fef8c8ff2
ALL	ee368eb1-55e1-471e-b88b-bab896e37b5c_0fd00aa3-dd81-40f6-a265-629cce015492
ALL	4c42ec4c-0ebd-41ff-8758-1e6a69cf7eb3_3c4ee0b4-7992-48a2-be0b-ee5f54068466
ALL	1e20ead6-a07f-4f0d-962a-a3a240722fb6_713ca23c-6af6-46b6-a7ee-6db4b38eb04c
ALL	3f2c52a6-d79d-407d-9c71-11a58ab4e129_9e272add-5166-4773-b4f4-412225b6ce05
ALL	49bfd2cc-fddd-4376-8e53-8008ca075779_1f590cc5-dc5f-4592-8ede-46c43e63a26c
ALL	b9140410-1ed1-4012-9637-412b7c688d68_42c79ea2-dc9b-400b-a4c3-97c83485e03f
ALL	43993e01-588a-40de-80ec-72c1a66fe70b_fdd19102-0997-4610-9459-8f269cec4c11
ALL	554cd9e3-7bf0-4d5b-a389-d258a8f46073_e9c562db-3a7c-4eb6-9e93-2465d5cb7297
ALL	7cb99442-005b-4611-94f9-03af195ec7e3_09644a32-44ea-4fac-afb9-448810b90eed
ALL	b10e80e2-6ded-42f8-beab-b436e0286be1_f89bc867-29b8-46f1-9a03-2f6b8bcb326f
ALL	63792ecf-4f55-4eb5-bfbc-78accb4f104a_25dcc66f-5e88-49de-84b7-2bb7ceac51c8
ALL	7e598a8a-9fb8-4c2d-94e7-ae1921addcd1_f9e5d9cc-d80e-409d-9b6a-c4de9dc55611
ALL	989450c7-cf32-4ed9-a74e-259a9be428ac_2d494606-18b4-4bc2-9984-5ff9d66812af
ALL	bfc636bb-4e93-4e8b-bcc3-c98cf820e6e7_67162c14-4e17-4511-b4c9-4fb1cc057cec
ALL	b4402906-2bfa-4b75-b479-4e660556fbe5_2491b459-36e4-4344-8d98-d36f73ed71d3
ALL	48c16c0d-085f-4266-b729-13bfd7aa9dab_f0b7280f-8bc2-4747-9741-1f6e4ff1bdab
ALL	392933ed-ca0e-458d-b0b1-6ccfe71df1c3_75364a94-ceb0-4c48-9a80-49a1df3deb60
ALL	8ef7ad6f-a6e4-405c-b20e-d547985bd9d6_081b3b50-1cee-40b5-8795-2266874673f8
ALL	515600aa-a11b-4630-b88d-c59082ed1684_e43eaa45-b1eb-40a1-a413-578557235708
ALL	371ee0d6-5c89-4d9e-b57b-d22a0b86987e_3ceba8d5-2646-4a80-aa46-4d3ca1cb60ee
ALL	050ec96b-f110-429e-a138-4a41b38a24ae_f5e0a905-720f-456c-a143-f2bd0fcd60dc
ALL	fca8da49-849b-4790-a956-db7ee97c39e9_113cf8bb-0670-4f8b-a3d0-e4e2bcc49759
ALL	ce4833ca-7926-4c85-9a2d-1def273d4f77_551a8c61-b225-45c2-be15-d98b0784e310
ALL	860baf5b-abcf-4014-8b4b-d0a4b0d15c51_ed517950-138a-4fb6-9e73-c18865ca8119
